ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0559048,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,550.00",10/05/2022,Campaign broadcasts,Arkmedia,"",£0.00,£0.00,£0.00,"£1,550.00",10/05/2022,11/05/2022,680,78767,,,,False
SP0559047,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£800.00,10/05/2022,Campaign broadcasts,Harry Cook,"",£0.00,£0.00,£0.00,£800.00,10/05/2022,11/05/2022,680,59881,,,,False
SP0558499,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£168.00,09/05/2022,Advertising,PML NI Ltd,"Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£168.00,13/05/2022,24/05/2022,83,78731,,,,False
SP0559069,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£756.68,08/05/2022,Advertising,PML,"College House, Citylink Business Park, Albert Street, Belfast, BT12 4HQ, United Kingdom",£0.00,£0.00,£0.00,£756.68,08/05/2022,08/05/2022,680,78769,,,,False
SP0559917,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,05/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559916,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,05/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559914,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,05/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559913,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,05/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559912,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,05/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559884,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£918.00,05/05/2022,Advertising,National World Publishing Ltd,"PO Box 624, Craigavon, Armagh, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£918.00,05/05/2022,15/06/2022,70,78916,,,,False
SP0559883,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£918.00,05/05/2022,Advertising,National World Publishing Ltd,"PO Box 624, Craigavon, Armagh, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£918.00,05/05/2022,15/06/2022,70,78916,,,,False
SP0559736,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£2,750.00",05/05/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£2,750.00",05/05/2022,05/05/2022,55,78903,,,,False
SP0559081,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£402.96,05/05/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£402.96,05/06/2022,05/06/2022,680,78772,,,,False
SP0559080,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£240.00,05/05/2022,Advertising,National World,"PO Box 624, Craigavon, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£240.00,05/05/2022,01/06/2022,680,78777,,,,False
SP0559882,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£918.00,04/05/2022,Advertising,National World Publishing Ltd,"PO Box 624, Craigavon, Armagh, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£918.00,05/05/2022,15/06/2022,70,78916,,,,False
SP0559741,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£630.53,04/05/2022,Transport,Joseph Rafferty Oil Ltd,"Bridgend, Co Donegal, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£630.53,04/05/2022,04/05/2022,55,78907,,,,False
SP0559735,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,950.00",04/05/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,950.00",04/05/2022,04/05/2022,55,78903,,,,False
SP0559676,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£53.07,04/05/2022,Unsolicited material to electors,Quinns The Printers,"27 Old Gloucester Street, London, WC1N 3AX, United Kingdom",£0.00,£0.00,£0.00,£53.07,04/05/2022,04/05/2022,55,78891,,,,False
SP0559608,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,050.00",04/05/2022,Unsolicited material to electors,Jake Campbell,"",£0.00,£0.00,£0.00,"£4,050.00",20/04/2022,21/04/2022,103,78864,,,,False
SP0559094,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£45.53,04/05/2022,Transport,Spar,"Cullybackey Main Street, Not supplied, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£45.53,04/05/2022,04/05/2022,680,78779,,,,False
SP0559079,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£480.00,04/05/2022,Advertising,National World,"PO Box 624, Craigavon, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£480.00,04/05/2022,01/06/2022,680,78777,,,,False
SP0559076,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£2.69,04/05/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£2.69,04/05/2022,05/05/2022,680,78772,,,,False
SP0558501,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,£459.00,04/05/2022,Advertising,National World Publishing Ltd,"PO Box 624, Craigavon, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£459.00,04/05/2022,15/06/2022,83,78733,,,,False
SP0559915,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,03/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,05/05/2022,06/05/2022,70,78919,,,,False
SP0559911,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£56.12,03/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£56.12,04/05/2022,05/05/2022,70,78919,,,,False
SP0559909,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,03/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,04/05/2022,05/05/2022,70,78919,,,,False
SP0559908,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,03/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,04/05/2022,06/05/2022,70,78919,,,,False
SP0559734,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,000.00",03/05/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,000.00",03/05/2022,03/05/2022,55,78903,,,,False
SP0559551,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,800.00",03/05/2022,Advertising,The Irish News,"113-117 Donegall Street, Belfast, Antrim, BT1 2GE, United Kingdom",£0.00,£0.00,£0.00,"£4,800.00",03/05/2022,31/05/2022,39,78835,,,,False
SP0559540,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£882.69,03/05/2022,Campaign broadcasts,Digital Dub,"",£0.00,£0.00,£0.00,£882.69,12/05/2022,28/06/2022,39,78830,,,,False
SP0559910,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,04/05/2022,05/05/2022,70,78919,,,,False
SP0559907,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,969.82",02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,969.82",03/05/2022,04/05/2022,70,78919,,,,False
SP0559906,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559905,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559904,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559903,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559901,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,02/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559733,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,000.00",02/05/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,000.00",02/05/2022,02/05/2022,55,78903,,,,False
SP0559661,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£208.80,02/05/2022,Advertising,Press Eye Ltd,"5A Hawthorn Office Park, 45 Stockmans Way, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£208.80,02/05/2022,24/05/2022,55,78892,,,,False
SP0559093,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£88.86,02/05/2022,Transport,Spar,"Cullybackey Main Street, Not supplied, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£88.86,02/05/2022,02/05/2022,680,78779,,,,False
SP0559075,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£400.00,02/05/2022,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£400.00,04/05/2022,04/05/2022,680,78772,,,,False
SP0558539,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£50.00,02/05/2022,Advertising,clanryenews.com,"",£0.00,£0.00,£0.00,£50.00,09/05/2022,10/05/2022,7968,78745,,,,False
SP0559902,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,01/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,03/05/2022,04/05/2022,70,78919,,,,False
SP0559899,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,01/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,02/05/2022,03/05/2022,70,78919,,,,False
SP0559898,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,01/05/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,02/05/2022,03/05/2022,70,78919,,,,False
SP0559732,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,000.00",01/05/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,000.00",01/05/2022,01/05/2022,55,78903,,,,False
NE0559650,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly Election 05/05/2022,Political Party,£459.60,01/05/2022,Advertising,Inbound Things Limited,"40 Belmont Park, Belfast, Antrim, BT4 3DU, United Kingdom",£0.00,£0.00,£0.00,£459.60,,,103,78890,,,,False
SP0559571,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£611.67,01/05/2022,Media,Eric Eckhart,"",£0.00,£0.00,£0.00,£611.67,24/05/2022,31/05/2022,39,78842,,,,False
SP0558554,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£26.00,01/05/2022,Advertising,Facebook.com,"",£0.00,£0.00,£0.00,£26.00,03/06/2022,03/06/2022,7968,78746,,,,False
SP0558502,Ulster Unionist Party,Northern Ireland Assembly Election 05/05/2022,Political Party,"£2,270.01",01/05/2022,Advertising,Google Ireland Ltd,"Gordon House, Barrow Street, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£2,270.01",31/05/2022,31/05/2022,83,78734,,,,False
SP0559900,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,30/04/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,02/05/2022,03/05/2022,70,78919,,,,False
SP0559897,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,30/04/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,01/05/2022,03/05/2022,70,78919,,,,False
SP0559740,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£500.00,30/04/2022,Transport,Boyds Service Station,"10 Main Street, Toomebridge, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£500.00,30/04/2022,26/04/2022,55,78906,,,,False
SP0559731,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,000.00",30/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,000.00",30/04/2022,30/04/2022,55,78903,,,,False
SP0559569,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£9,600.00",30/04/2022,Market research/canvassing,Survation Ltd,"Unit 1, 1 Brandon Road, London, N7 9AA, United Kingdom",£0.00,£0.00,£0.00,"£9,600.00",30/04/2022,31/05/2022,39,78841,,,,False
SP0559568,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,"£3,000.00",30/04/2022,Market research/canvassing,Survation Ltd,"Unit 1, 1 Brandon Road, London, N7 9AA, United Kingdom",£0.00,£0.00,£0.00,"£3,000.00",30/04/2022,31/05/2022,39,78841,,,,False
SP0559545,Sinn Féin,Northern Ireland Assembly Election 05/05/2022,Political Party,£600.00,30/04/2022,Advertising,Belfast Media Group,"Teach Basil, 2 Hannahstown Hill, Belfast, Antrim, BT17 0LT, United Kingdom",£0.00,£0.00,£0.00,£600.00,30/04/2022,20/05/2022,39,78832,,,,False
SP0559078,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£565.20,30/04/2022,Advertising,National World,"PO Box 624, Craigavon, BT64 9ER, United Kingdom",£0.00,£0.00,£0.00,£565.20,29/04/2022,01/06/2022,680,78777,,,,False
SP0559026,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,466.00",30/04/2022,Advertising,Screenlink Printers,"21- 23 Charles Lane, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,466.00",30/04/2022,30/04/2022,773,78762,,,,False
SP0559025,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,466.00",30/04/2022,Advertising,Screenlink Printers,"21- 23 Charles Lane, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,466.00",30/04/2022,20/04/2022,773,78762,,,,False
SP0558550,Aontú,Northern Ireland Assembly Election 05/05/2022,Political Party,£36.00,30/04/2022,Advertising,Facebook.com,"",£0.00,£0.00,£0.00,£36.00,03/05/2022,03/05/2022,7968,78746,,,,False
SP0559896,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,29/04/2022,Advertising,Meta Platform Ireland Ltd,"Merron Road, Grand Canal Harbour, Dublin 4, Dublin 4, Ireland, The Republic of",£0.00,£0.00,£0.00,£840.00,01/05/2022,03/05/2022,70,78919,,,,False
SP0559895,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,29/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£840.00,30/04/2022,03/05/2022,70,78918,,,,False
SP0559881,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£4,839.00",29/04/2022,Advertising,New Creation Design & Print Ltd,"104 Queen Street, Lurgan, Armagh, BT66 8BW, United Kingdom",£0.00,£0.00,£0.00,"£4,839.00",29/04/2022,19/05/2022,70,78915,,,,False
SP0559730,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,001.33",29/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,"£1,001.33",29/04/2022,29/04/2022,55,78903,,,,False
SP0559675,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£76.62,29/04/2022,Unsolicited material to electors,Quinns The Printers,"27 Old Gloucester Street, London, WC1N 3AX, United Kingdom",£0.00,£0.00,£0.00,£76.62,29/04/2022,29/04/2022,55,78891,,,,False
SP0559038,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,381.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,381.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0559037,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,742.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,742.00",29/04/2022,30/04/2022,773,78763,,,,False
SP0559036,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,206.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,206.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0559035,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,534.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,534.00",29/04/2022,30/04/2022,773,78763,,,,False
SP0559034,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,353.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,353.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0559032,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,571.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,571.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0559031,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,195.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,195.00",29/04/2022,30/04/2022,773,78763,,,,False
SP0559030,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,195.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,195.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0559029,People Before Profit,Northern Ireland Assembly Election 05/05/2022,Political Party,"£1,176.00",29/04/2022,Unsolicited material to electors,Henderson Wholesale Limited Distribution Centre,"PO Box 49, Hightown Avenue, Newtonabbey, Antrim, BT36 4RT, United Kingdom",£0.00,£0.00,£0.00,"£1,176.00",29/04/2022,29/04/2022,773,78763,,,,False
SP0558032,Socialist Party (Northern Ireland),Northern Ireland Assembly Election 05/05/2022,Political Party,£975.87,29/04/2022,Advertising,Screenlink,"21 Charles Lane, Dublin, 1, Ireland, The Republic of",£0.00,£0.00,£0.00,£975.87,,29/04/2022,28,78729,,,,False
SP0558031,Socialist Party (Northern Ireland),Northern Ireland Assembly Election 05/05/2022,Political Party,£975.87,29/04/2022,Advertising,Screenlink,"21 Charles Lane, Dublin, 1, Ireland, The Republic of",£0.00,£0.00,£0.00,£975.87,,29/04/2022,28,78729,,,,False
NE0559928,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£540.00,28/04/2022,Rallies and other events,AJ Power Ltd,"1 Charlestown Drive, Carn Industrial Area, Craigavon, Armagh, BT63 5GA, United Kingdom",£0.00,£0.00,£0.00,£540.00,,,70,78928,,,,False
SP0559925,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£180.00,28/04/2022,Rallies and other events,Brownlow House,"Windsor Avenue, Lurgan, BT67 9BJ, United Kingdom",£0.00,£0.00,£0.00,£180.00,16/05/2022,19/05/2022,70,78925,,,,False
SP0559924,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,"£6,480.00",28/04/2022,Rallies and other events,Ack Productions Ltd,"Unit D4 Quaypoint, 19 Heron Road, Belfast, BT3 9LE, United Kingdom",£0.00,£0.00,£0.00,"£6,480.00",04/05/2022,19/05/2022,70,78924,,,,False
SP0559894,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly Election 05/05/2022,Political Party,£840.00,28/04/2022,Advertising,Facebook Ireland Ltd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£840.00,30/04/2022,03/05/2022,70,78918,,,,False
SP0559747,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£226.80,28/04/2022,Rallies and other events,Pink Inc Creative Ltd,"58 Howard Street, Belfast, BT1 6PJ, United Kingdom",£0.00,£0.00,£0.00,£226.80,28/04/2022,01/07/2022,55,78902,,,,False
SP0559729,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£850.00,28/04/2022,Media,Meta Platforms Ireland Ltd,"Merrion Rd, Grand Canal Harbour, Dublin 4, DO4 X2K5, Ireland, The Republic of",£0.00,£0.00,£0.00,£850.00,28/04/2022,28/04/2022,55,78903,,,,False
SP0559660,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£204.00,28/04/2022,Advertising,Press Eye Ltd,"5A Hawthorn Office Park, 45 Stockmans Way, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£204.00,28/04/2022,24/05/2022,55,78892,,,,False
SP0559659,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly Election 05/05/2022,Political Party,£268.80,28/04/2022,Advertising,Press Eye Ltd,"5A Hawthorn Office Park, 45 Stockmans Way, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£268.80,28/04/2022,24/05/2022,55,78892,,,,False
NE0559097,Traditional Unionist Voice - TUV,Northern Ireland Assembly Election 05/05/2022,Political Party,£325.00,28/04/2022,Transport,Gortreagh,"192 Orritor Road, Cookstown, BT80 9RF, Ireland, The Republic of",£0.00,£0.00,£0.00,£325.00,,,680,59884,,,,False
