ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0247886,Northern Ireland Labour Representation Committee,Northern Ireland Assembly election 05/05/2016,Political Party,"£6,600.00",19/04/2016,Unsolicited material to electors,GPS Colour Prints,"Alexander Road, Belfast, BT6 9HP, United Kingdom",£0.00,£0.00,£0.00,"£6,600.00",,19/04/2016,4087,26197,,,,False
SP0247832,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£520.00,19/04/2016,Overheads and general administration,Stormont Hotel,"Upper Newtownards Road, Belfast, Down, BT4 3LP, United Kingdom",£0.00,£0.00,£0.00,£520.00,19/04/2016,05/05/2016,103,26165,,,,False
SP0319933,UK Independence Party (UKIP),Northern Ireland Assembly election 05/05/2016,Political Party,£560.00,18/04/2016,Unsolicited material to electors,Miniprint,"401 Castlereagh Road, Belfast, BT5 6QP, United Kingdom",£0.00,£0.00,£0.00,£560.00,,27/04/2016,84,20262,,,,False
SP0247866,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£3,500.00",18/04/2016,Unsolicited material to electors,Jungle Paintball Ltd,"60 Desertmartin Road, Moneymore, Londonderry, BT45 7RB, United Kingdom",£0.00,£0.00,£0.00,"£3,500.00",25/03/2016,31/03/2016,70,26181,,,,False
SP0319927,UK Independence Party (UKIP),Northern Ireland Assembly election 05/05/2016,Political Party,£638.35,15/04/2016,Advertising,Johnson Publishing (NI),"2 Esky Drive, Carn Industrial Estate, Portadown, Armagh, BT63 5YY, United Kingdom",£0.00,£0.00,£0.00,£638.35,,27/04/2016,84,6379,,,,False
SP0248032,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£8.00,15/04/2016,Overheads and general administration,Tesco,"170 Newtownbreda Road, Belfast, BT8 6PZ, United Kingdom",£0.00,£0.00,£0.00,£8.00,15/04/2016,15/04/2016,55,26276,,,,False
SP0248031,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£4.98,15/04/2016,Overheads and general administration,Homebase,"Drumkeen Complex Upr Galwally, Saintfield Road, Galwally, BT8 6FY, United Kingdom",£0.00,£0.00,£0.00,£4.98,15/04/2016,15/04/2016,55,26277,,,,False
SP0247868,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£624.00,15/04/2016,Unsolicited material to electors,Cunningham Covers,"Glenshane Industrial Park, Tobermore Road, Maghera, Londonderry, BT46 5DR, United Kingdom",£0.00,£0.00,£0.00,£624.00,15/04/2016,23/04/2016,70,26183,,,,False
SP0247867,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£480.00,15/04/2016,Unsolicited material to electors,Alexander Boyd Displays Ltd,"Lambeg Mills, Ballyskeagh Road, Lambeg, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,£480.00,15/04/2016,01/06/2016,70,26182,,,,False
SP0247834,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,"£7,935.00",15/04/2016,Advertising,Alexander Boyd Displays Ltd,"Lambeg Mills, Ballyskeagh Road, Lisburn, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,"£7,935.00",15/04/2016,18/04/2016,103,26167,,,,False
SP0248013,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£48.20,14/04/2016,Media,FaceBook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£48.20,14/04/2016,15/05/2016,55,26262,,,,False
SP0248010,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£240.32,14/04/2016,Media,FaceBook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£240.32,18/04/2016,06/05/2016,55,26262,,,,False
SP0247991,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£246.12,14/04/2016,Advertising,Press Eye," 5A Hawthorn Park,  45 Stockmansway, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£246.12,18/04/2016,07/06/2016,55,26250,,,,False
SP0247943,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£60.51,14/04/2016,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, Z00 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£60.51,14/04/2016,14/04/2016,39,26221,,,,False
SP0247942,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£54.00,14/04/2016,Advertising,Design + Display,"Unit 3B Workwest, 301 Glen Road, Belfast, Antrim, BT11 8BU, United Kingdom",£0.00,£0.00,£0.00,£54.00,12/04/2016,19/04/2016,39,26220,,,,False
SP0248142,Traditional Unionist Voice - TUV,Northern Ireland Assembly election 05/05/2016,Political Party,£388.00,13/04/2016,Party manifesto material or third party campaign/referendum material,Ramada Plaza,"117 Milltown Road, Shawsbridge, Belfast, BT8 7XP, Northern Ireland",£0.00,£0.00,£0.00,£388.00,,27/04/2016,680,6649,,,,False
SP0248012,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£24.00,13/04/2016,Media,FaceBook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£0.00,£0.00,£24.00,14/04/2016,15/05/2016,55,26262,,,,False
SP0248008,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£200.00,13/04/2016,Party manifesto material or third party campaign/referendum material,GPS," Alexander Road, Belfast, BT6 9HP, United Kingdom",£0.00,£0.00,£0.00,£200.00,13/04/2016,07/06/2016,55,26261,,,,False
SP0247885,Northern Ireland Labour Representation Committee,Northern Ireland Assembly election 05/05/2016,Political Party,£640.00,13/04/2016,Unsolicited material to electors,Jake Campbell,"",£0.00,£0.00,£0.00,£640.00,,23/04/2016,4087,26196,,,,False
SP0247881,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£132.00,13/04/2016,Rallies and other events,Lyric Players Theatre Productions Ltd,"55 Ridgeway Street, Belfast, Antrim, BT9 5FB, United Kingdom",£0.00,£0.00,£0.00,£132.00,13/04/2016,01/06/2016,70,26193,,,,False
SP0245924,UNISON: The Public Service Union,Northern Ireland Assembly election 05/05/2016,Third Party,"£1,500.00",13/04/2016,Party manifesto material or third party campaign/referendum material,Shanway Press,"15 Crumlin Road, Belfast, BT14 6AA, Northern Ireland",£0.00,£0.00,£0.00,"£1,500.00",,14/04/2016,2640,19858,,,,False
SP0247880,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£234.70,12/04/2016,Rallies and other events,Park Avenue Hotel,"158 Holywood Road, Belfast, Antrim, BT4 1PB, United Kingdom",£0.00,£0.00,£0.00,£234.70,15/04/2016,01/06/2016,70,26192,,,,False
SP0247873,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£350.00,12/04/2016,Campaign broadcasts,Chris Beck,"",£0.00,£0.00,£0.00,£350.00,12/04/2016,01/06/2016,70,26186,,,,False
SP0247828,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£180.00,12/04/2016,Campaign broadcasts,Pale Blue Dot,"34-36 Bedford Street, Belfast, Antrim, BT2 7FF, United Kingdom",£0.00,£0.00,£0.00,£180.00,12/04/2016,13/04/2016,103,26162,,,,False
SP0247824,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£180.00,12/04/2016,Advertising,Neil Harrison Photography,"Unit 119, 21 Botanic Avenue, Belfast, Antrim, BT7 1JJ, United Kingdom",£0.00,£0.00,£0.00,£180.00,12/04/2016,13/04/2016,103,26160,,,,False
SP0247929,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,730.00",11/04/2016,Advertising,J C Decaux,"15 Kilwee Business Park, Upper Dunmurry Lane, Belfast, Antrim, BT17 0HD, United Kingdom",£0.00,£0.00,£0.00,"£2,730.00",31/03/2016,01/04/2016,39,26215,,,,False
SP0247879,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£220.75,11/04/2016,Rallies and other events,La Mon Hotel & Country Club,"41 Gransha Road, Belfast, Antrim, BT23 5RF, United Kingdom",£0.00,£0.00,£0.00,£220.75,11/04/2016,23/04/2016,70,26191,,,,False
SP0247870,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,532.00",11/04/2016,Unsolicited material to electors,Clear Channel NI Ltd,"Unit 2, Ashbank, Channel Commercial Park, Queens Road, Belfast, Antrim, BT3 9DT, United Kingdom",£0.00,£0.00,£0.00,"£2,532.00",24/04/2016,31/03/2016,70,26184,,,,False
SP0247871,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,596.00",10/04/2016,Unsolicited material to electors,J C Decaux,"15 Kilwee Business Park, Upper Dunmurry Lane, Belfast, Antrim, BT17 0HD, United Kingdom",£0.00,£0.00,£0.00,"£1,596.00",22/04/2016,31/03/2016,70,26185,,,,False
SP0247928,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,080.00",09/04/2016,Advertising,Belfast Media Group,"Teach Basil, 2 Hannahstown Hilll, Belfast, Antrim, BT17 0LT, United Kingdom",£0.00,£0.00,£0.00,"£1,080.00",09/04/2016,02/06/2016,39,26214,,,,False
SP0247825,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£702.00,08/04/2016,Rallies and other events,Designco,"Unit 9, Abbey Business Park, Newtownabbey, Belfast, Antrim, BT36 7EE, United Kingdom",£0.00,£0.00,£0.00,£702.00,08/04/2016,13/04/2016,103,26161,,,,False
SP0247951,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£288.00,07/04/2016,Rallies and other events,The Production House (NI) Ltd,"Unit 5 Prince Regent Road, Belfast, Antrim, BT5 6QR, United Kingdom",£0.00,£0.00,£0.00,£288.00,08/04/2016,02/06/2016,39,26227,,,,False
SP0247950,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£510.00,07/04/2016,Rallies and other events,The Mac Trading Co Ltd,"10 Exchange Street West, Belfast, Antrim, BT1 2NJ, United Kingdom",£0.00,£0.00,£0.00,£510.00,07/04/2016,02/04/2016,39,26226,,,,False
SP0247845,Cross-Community Labour Alternative,Northern Ireland Assembly election 05/05/2016,Political Party,£200.00,07/04/2016,Rallies and other events,Clayton Hotel,"22 Ormeau Avenue, Belfast, Antrim, BT2 8HS, United Kingdom",£0.00,£0.00,£0.00,£200.00,,07/04/2016,4037,26173,,,,False
SP0319935,UK Independence Party (UKIP),Northern Ireland Assembly election 05/05/2016,Political Party,£150.00,06/04/2016,Rallies and other events,The Park Avenue Hotel,"158 Holywood Hotel, Belfast, Antrim, BT4 1PB, United Kingdom",£0.00,£0.00,£0.00,£150.00,,06/04/2016,84,49849,,,,False
SP0248036,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£129.60,06/04/2016,Overheads and general administration,Nitec," 9 Technology Park,  Belfast Road, Antrim, BT41 1QS, United Kingdom",£0.00,£0.00,£0.00,£129.60,06/04/2006,16/06/2016,55,26278,,,,False
SP0247839,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£374.00,06/04/2016,Rallies and other events,Raddison Blu Hotel Belfast,"3 Cromac Place, Ormeau Road, Belfast, Antrim, BT7 2SB, United Kingdom",£0.00,£0.00,£0.00,£374.00,07/04/2016,08/04/2016,103,26169,,,,False
SP0317346,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£157.50,05/04/2016,Party manifesto material or third party campaign/referendum material,Embers Market Street Coffee Shop Ltd,"7 Market Street, Armagh, BT61 7BW, United Kingdom",£0.00,£0.00,£0.00,£157.50,,03/09/2016,70,49792,,,,False
SP0317345,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£240.00,05/04/2016,Party manifesto material or third party campaign/referendum material,Armagh Planetarium,"College Hill, Armagh, BT61 9DB, United Kingdom",£0.00,£0.00,£0.00,£240.00,,03/09/2016,70,49791,,,,False
SP0247953,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,440.00",05/04/2016,Overheads and general administration,Design + Display,"Unit 3B Workwest, 301 Glen Road, Belfast, Antrim, BT11 8BU, United Kingdom",£0.00,£0.00,£0.00,"£1,440.00",05/04/2016,19/04/2016,39,26220,,,,False
SP0248035,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£43.20,04/04/2016,Overheads and general administration,Nitec," 9 Technology Park,  Belfast Road, Antrim, BT41 1QS, United Kingdom",£0.00,£0.00,£0.00,£43.20,04/04/2016,16/06/2016,55,26278,,,,False
SP0248030,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£50.00,04/04/2016,Overheads and general administration,Tesco,"170 Newtownbreda Road, Belfast, BT8 6PZ, United Kingdom",£0.00,£0.00,£0.00,£50.00,04/04/2016,04/04/2016,55,26276,,,,False
SP0247999,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£244.80,04/04/2016,Advertising,Event," 2 Ballyoran Lane, Belfast, BT16 1XJ, United Kingdom",£0.00,£0.00,£0.00,£244.80,28/04/2016,07/06/2016,55,26254,,,,False
SP0247998,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£120.00,04/04/2016,Advertising,Event," 2 Ballyoran Lane, Belfast, BT16 1XJ, United Kingdom",£0.00,£0.00,£0.00,£120.00,28/04/2016,07/06/2016,55,26254,,,,False
SP0247997,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£270.00,04/04/2016,Advertising,Event," 2 Ballyoran Lane, Belfast, BT16 1XJ, United Kingdom",£0.00,£0.00,£0.00,£270.00,19/04/2016,07/06/2016,55,26254,,,,False
SP0247996,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£90.00,04/04/2016,Advertising,Event," 2 Ballyoran Lane, Belfast, BT16 1XJ, United Kingdom",£0.00,£0.00,£0.00,£90.00,19/04/2016,07/06/2016,55,26254,,,,False
SP0247994,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,"£2,430.00",04/04/2016,Advertising,Pink Inc Creative Ltd,"58 Howard Street, Belfast, BT1 6PJ, United Kingdom",£0.00,£0.00,£0.00,"£2,430.00",22/04/2016,07/06/2016,55,26252,,,,False
SP0247863,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£4,518.00",04/04/2016,Party manifesto material or third party campaign/referendum material,Designco,"Unit 9, Abbey Business Park, Newtownabbey, Antrim, BT36 7EE, United Kingdom",£0.00,£0.00,£0.00,"£4,518.00",06/04/2016,23/04/2016,70,26179,,,,False
SP0247862,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£552.00,04/04/2016,Party manifesto material or third party campaign/referendum material,Spectrum Centre,"331-333 Shankill Road, Belfast, Antrim, BT13 3AA, United Kingdom",£0.00,£0.00,£0.00,£552.00,05/04/2016,23/04/2016,70,26178,,,,False
SP0247861,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,£354.00,04/04/2016,Party manifesto material or third party campaign/referendum material,Cafe Vic-Ryn,"Moira Road, Lisburn, Antrim, BT28 2RF, United Kingdom",£0.00,£0.00,£0.00,£354.00,04/04/2016,01/06/2016,70,26177,,,,False
SP0247860,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,674.00",04/04/2016,Party manifesto material or third party campaign/referendum material,Focus Audio Visual,"8 Castleton, Templepatrick, Antrim, BT39 0AZ, United Kingdom",£0.00,£0.00,£0.00,"£1,674.00",04/04/2016,23/04/2016,70,26176,,,,False
SP0247923,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,700.00",03/04/2016,Campaign broadcasts,Offline Central,"52 Elmwood Avenue, Belfast, Antrim, BT9 6AZ, United Kingdom",£0.00,£0.00,£0.00,"£2,700.00",03/04/2016,02/06/2016,39,26212,,,,False
SP0248145,Traditional Unionist Voice - TUV,Northern Ireland Assembly election 05/05/2016,Political Party,£496.00,01/04/2016,Transport,Bridge Service Station,"4 Deen Road, Cullybackey, BT42 1EB, United Kingdom",£0.00,£0.00,£0.00,£496.00,,20/05/2016,680,20284,,,,False
SP0248026,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£45.00,01/04/2016,Rallies and other events,La Scala," 26 Market Square, Dungannon, BT80 1AB, United Kingdom",£0.00,£0.00,£0.00,£45.00,11/04/2016,03/05/2016,55,26272,,,,False
SP0248025,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£30.00,01/04/2016,Rallies and other events,Mid Ulster District Council," 26 Market Square, Dungannon, BT70 1AB, United Kingdom",£0.00,£0.00,£0.00,£30.00,10/05/2016,07/06/2016,55,26271,,,,False
SP0248016,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,"£2,133.33",01/04/2016,Media,Terry McLaughlin,"",£0.00,£0.00,£0.00,"£2,133.33",04/05/2016,07/06/2016,55,26263,,,,False
SP0247883,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,250.00",01/04/2016,Party manifesto material or third party campaign/referendum material,J. C. Print Ltd,"1 The Willows, Upper Knockbreda Road, Belfast, BT6 0PD, United Kingdom",£0.00,£0.00,£0.00,"£1,250.00",30/04/2016,26/06/2016,70,26194,,,,False
SP0247858,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,375.00",01/04/2016,Campaign broadcasts,Blurred Media,"35 Breagh Lodge, Portadown, Armagh, BT63 5YN, United Kingdom",£0.00,£0.00,£0.00,"£2,375.00",09/05/2016,01/06/2016,70,26174,,,,False
SP0247945,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£203.03,31/03/2016,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, Z00 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£203.03,31/03/2016,31/03/2016,39,26221,,,,False
SP0247938,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£3,420.00",31/03/2016,Advertising,Alexander Boyd Displays,"Lambeg Mills, Ballyskeagh Road, Lambeg, Antrim, BT27 5SX, United Kingdom",£0.00,£0.00,£0.00,"£3,420.00",31/03/2016,02/06/2016,39,26219,,,,False
SP0247841,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,400.00",31/03/2016,Unsolicited material to electors,Spectator Newspapers,"91 Main Street, Bangor, Down, BT20 4AF, United Kingdom",£0.00,£0.00,£0.00,"£2,400.00",31/03/2016,20/04/2016,103,26170,,,,False
SP0248095,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£134.00,29/03/2016,Overheads and general administration,SDLP,"SDLP, 121 Ormeau Road, Belfast, BT7 1SH, United Kingdom",£0.00,£0.00,£0.00,£134.00,,,55,3655,,,,False
SP0248093,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£600.00,29/03/2016,Overheads and general administration,SDLP,"SDLP, 121 Ormeau Road, Belfast, BT7 1SH, United Kingdom",£0.00,£0.00,£0.00,£600.00,,,55,3655,,,,False
SP0248092,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£600.00,29/03/2016,Overheads and general administration,SDLP,"SDLP, 121 Ormeau Road, Belfast, BT7 1SH, United Kingdom",£0.00,£0.00,£0.00,£600.00,,,55,3655,,,,False
SP0248000,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£168.00,28/03/2016,Advertising,Event," 2 Ballyoran Lane, Belfast, BT16 1XJ, United Kingdom",£0.00,£0.00,£0.00,£168.00,08/04/2016,07/06/2016,55,26254,,,,False
SP0248033,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£280.80,23/03/2016,Overheads and general administration,Nitec," 9 Technology Park,  Belfast Road, Antrim, BT41 1QS, United Kingdom",£0.00,£0.00,£0.00,£280.80,23/03/2016,16/06/2016,55,26278,,,,False
SP0248024,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£395.00,23/03/2016,Rallies and other events,MAC Trading Company Ltd,"10 Exchange Street West, Belfast, BT1 2NJ, United Kingdom",£0.00,£0.00,£0.00,£395.00,05/04/2016,07/06/2016,55,26270,,,,False
SP0247926,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£120.00,23/03/2016,Campaign broadcasts,Acorn Film & Video,"13 Fitzwilliam Street, Belfast, Antrim, BT9 6AW, United Kingdom",£0.00,£0.00,£0.00,£120.00,23/03/2016,19/04/2016,39,26213,,,,False
SP0248017,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£145.00,21/03/2016,Transport,Tim Attwood,"",£0.00,£0.00,£0.00,£145.00,19/04/2016,15/06/2016,55,26264,,,,False
SP0247925,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£120.00,16/03/2016,Campaign broadcasts,Acorn Film & Video,"13 Fitzwilliam Street, Belfast, Antrim, BT9 6AW, United Kingdom",£0.00,£0.00,£0.00,£120.00,16/03/2016,19/04/2016,39,26213,,,,False
SP0247995,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,"£17,581.96",14/03/2016,Advertising,MW Advocate Ltd," 4th Floor,  The Potthouse,  1 Hill Street, Belfast, BT1 2LB, United Kingdom",£0.00,£0.00,£0.00,"£17,581.96",24/05/2016,08/06/2016,55,26253,,,,False
SP0247930,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,"£3,708.00",14/03/2016,Advertising,J C Decaux,"15 Kilwee Business Park, Upper Dunmurry Lane, Belfast, Antrim, BT17 0HD, United Kingdom",£0.00,£0.00,£0.00,"£3,708.00",14/03/2016,14/03/2016,39,26215,,,,False
SP0247844,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£609.60,14/03/2016,Unsolicited material to electors,Daskam Distribution,"138 Crawfordsburn Road, Bangor, Down, BT19 1HY, United Kingdom",£0.00,£0.00,£0.00,£609.60,14/03/2016,18/05/2016,103,26172,,,,False
SP0247827,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,"£10,280.00",14/03/2016,Campaign broadcasts,Pale Blue Dot,"34-36 Bedford Street, Belfast, Antrim, BT2 7FF, United Kingdom",£0.00,£0.00,£0.00,"£10,280.00",14/03/2016,16/03/2016,103,26162,,,,False
SP0247838,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£468.00,11/03/2016,Unsolicited material to electors,Gabbey Business Machines,"East Belfast Enterprise Park, Belfast, Down, BT5 4GX, United Kingdom",£0.00,£0.00,£0.00,£468.00,11/03/2016,04/04/2016,103,26166,,,,False
SP0247837,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,"£2,741.63",11/03/2016,Unsolicited material to electors,Gabbey Business Machines,"East Belfast Enterprise Park, Belfast, Down, BT5 4GX, United Kingdom",£0.00,£0.00,£0.00,"£2,741.63",12/04/2016,22/04/2016,103,26166,,,,False
SP0248034,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£43.20,09/03/2016,Overheads and general administration,Nitec," 9 Technology Park,  Belfast Road, Antrim, BT41 1QS, United Kingdom",£0.00,£0.00,£0.00,£43.20,09/03/2016,08/04/2016,55,26278,,,,False
SP0247944,Sinn Féin,Northern Ireland Assembly election 05/05/2016,Political Party,£200.17,09/03/2016,Advertising,Facebook,"4 Grand Canal Square, Grand Canal Harbour, Dublin, Z00 0ZZ, United Kingdom",£0.00,£0.00,£0.00,£200.17,09/03/2016,09/03/2016,39,26221,,,,False
SP0247822,Alliance - Alliance Party of Northern Ireland,Northern Ireland Assembly election 05/05/2016,Political Party,£500.00,09/03/2016,Advertising,Michael MacBroom,"",£0.00,£0.00,£0.00,£500.00,09/03/2016,06/04/2016,103,26159,,,,False
SP0248141,Traditional Unionist Voice - TUV,Northern Ireland Assembly election 05/05/2016,Political Party,£900.00,07/03/2016,Advertising,DJ Lockhart Ltd,"Ballycastle Road, Coleraine, Londonderry, BT52 2DY, United Kingdom",£0.00,£0.00,£0.00,£900.00,,14/04/2016,680,635,,,,False
SP0248015,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,"£7,200.00",07/03/2016,Media,MW Advocate Ltd," 4th Floor,  The Potthouse,  1 Hill Street, Belfast, BT1 2LB, United Kingdom",£0.00,£0.00,£0.00,"£7,200.00",05/05/2016,20/06/2016,55,26253,,,,False
SP0247990,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£570.00,04/03/2016,Advertising,Press Eye," 5A Hawthorn Park,  45 Stockmansway, Belfast, BT9 7ET, United Kingdom",£0.00,£0.00,£0.00,£570.00,14/03/2016,07/06/2016,55,26250,,,,False
SP0247874,Democratic Unionist Party - D.U.P.,Northern Ireland Assembly election 05/05/2016,Political Party,"£1,446.00",04/03/2016,Rallies and other events,Designco,"Unit 9, Abbey Business Park, Newtownabbey, Antrim, BT36 7EE, United Kingdom",£0.00,£0.00,£0.00,"£1,446.00",04/03/2016,01/06/2016,70,26179,,,,False
SP0247988,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£140.00,01/03/2016,Advertising,Patrick Matthews,"",£0.00,£0.00,£0.00,£140.00,11/04/2016,19/05/2016,55,26248,,,,False
SP0248006,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£121.20,26/02/2016,Advertising,Ulster Gazette," 179 Moygashel Mills,  Moygashel, Dungannon, BT71 7HB, United Kingdom",£0.00,£0.00,£0.00,£121.20,03/03/2016,08/04/2016,55,26260,,,,False
SP0248005,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£115.20,26/02/2016,Advertising,North-West News Group," 14 John Street, Omagh, BT78 1DW, United Kingdom",£0.00,£0.00,£0.00,£115.20,03/03/2016,08/04/2016,55,26259,,,,False
SP0248004,SDLP (Social Democratic & Labour Party),Northern Ireland Assembly election 05/05/2016,Political Party,£168.00,26/02/2016,Advertising,Newry Reporter," 4 Margaret Street, Newry, BT34 1DF, United Kingdom",£0.00,£0.00,£0.00,£168.00,02/03/2016,08/04/2016,55,26258,,,,False
